Code,名稱,網址,評分,餐點類型
r44z,57健康蔬果便當,/restaurant/r44z/57jian-kang-shu-guo-bian-dang,4.8 stars out of 5,健康餐
fslm,后宮客棧,/restaurant/fslm/hou-gong-ke-zhan,4.6 stars out of 5,台式
i346,飴品屋,/restaurant/i346/yi-pin-wu,4.6 stars out of 5,甜點
ubya,哥吉拉鮮嫩湯汁香雞排（原DX雞排),/restaurant/ubya/ge-ji-la-xian-nen-tang-zhi-xiang-ji-pai-yuan-dxji-pai,4.8 stars out of 5,小吃
i5my,鮮雞排,/restaurant/i5my/xian-ji-pai,4.9 stars out of 5,小吃
s8rj,饌囍堂鹿港成功店小火鍋,/restaurant/s8rj/zhuan-xi-tang-lu-gang-cheng-gong-dian-xiao-huo-guo,4.8 stars out of 5,台式
xsqi,瑪爾大牛肉麵,/restaurant/xsqi/ma-er-da-niu-rou-mian,4.7 stars out of 5,台式
fxzs,私房小館 炒飯 果汁,/restaurant/fxzs/si-fang-xiao-guan-chao-fan-guo-zhi,4.6 stars out of 5,台式
z1hu,協力旺香雞排 (彰化大葉店),/restaurant/z1hu/xie-li-wang-xiang-ji-pai-zhang-hua-da-xie-dian,4.8 stars out of 5,小吃
u4md,四川辣大娘燃麵 (彰化大葉店),/restaurant/u4md/si-chuan-la-da-niang-ran-mian-zhang-hua-da-xie-dian,4.5 stars out of 5,中式
fvq1,梁の麵線糊 (彰化大村店),/restaurant/fvq1/liang-nomian-xian-hu-zhang-hua-da-cun-dian,4.9 stars out of 5,小吃
nada,水波亭專業冰品茶飲,/restaurant/nada/shui-bo-ting-zhuan-ye-bing-pin-cha-yin,4.7 stars out of 5,甜點
qikj,蔗室 (天后宮店),/restaurant/qikj/zhe-shi-tian-hou-gong-dian,4.4 stars out of 5,飲料
yzu1,老街口 茶飲鮮果汁 (彰化鹿港總店),/restaurant/yzu1/lao-jie-kou-cha-yin-xian-guo-zhi-zhang-hua-lu-gang-zong-dian,4.9 stars out of 5,飲料
p02g,德味自助餐,/restaurant/p02g/de-wei-zi-zhu-can,4.5 stars out of 5,台式
n4g5,九號米便當,/restaurant/n4g5/jiu-hao-mi-bian-dang,4.7 stars out of 5,台式
c72h,財記筒仔米糕,/restaurant/c72h/cai-ji-tong-zi-mi-gao,4.8 stars out of 5,台式
ji4m,三七七巷,/restaurant/ji4m/san-qi-qi-xiang,4.7 stars out of 5,台式
ccdi,代表娘大腸麵線,/restaurant/ccdi/dai-biao-niang-da-chang-mian-xian,4.8 stars out of 5,小吃
o0so,米弎豆,/restaurant/o0so/mi-san-dou,4.9 stars out of 5,甜點
t9s5,夯鍋燒,/restaurant/t9s5/hang-guo-shao,4.8 stars out of 5,台式
dh2f,亞曼達義大利麵,/restaurant/dh2f/ya-man-da-yi-da-li-mian,4.6 stars out of 5,歐美
o2fm,Bubble Z阿偉飲品 (鹿港公園店),/restaurant/o2fm/bubble-za-wei-yin-pin-lu-gang-gong-yuan-dian,4.9 stars out of 5,飲料
a3jh,古家鹹酥雞,/restaurant/a3jh/gu-jia-xian-su-ji,4.7 stars out of 5,小吃
l4sz,熊讚炭烤三明治,/restaurant/l4sz/xiong-zan-tan-kao-san-ming-zhi,4.7 stars out of 5,台式
q7pu,草頭芳四川麻辣館,/restaurant/q7pu/cao-tou-fang-si-chuan-ma-la-guan,4.8 stars out of 5,中式
o6vb,榕樹下阿婆豆花,/restaurant/o6vb/rong-shu-xia-a-po-dou-hua,4.5 stars out of 5,甜點
t4sh,東石李燒肉飯,/restaurant/t4sh/dong-shi-li-shao-rou-fan,4.8 stars out of 5,台式
v3sm,洪家肉焿 (創始店),/restaurant/v3sm/hong-jia-rou-chuang-shi-dian,4.6 stars out of 5,台式
ypp7,明仁二代目章魚燒 (大村大葉店),/restaurant/ypp7/ming-ren-er-dai-mu-zhang-yu-shao-da-cun-da-xie-dian,4.9 stars out of 5,日式
qgpl,鹿壹義式餐廳,/restaurant/qgpl/lu-yi-yi-shi-can-ting,4.8 stars out of 5,歐美
hmf9,瘋燒肉,/restaurant/hmf9/feng-shao-rou,4.6 stars out of 5,日式
t8wp,早食屋,/restaurant/t8wp/zao-shi-wu-t8wp,4.8 stars out of 5,台式
q0fd,義杯手做茶飲 (彰化大葉店),/restaurant/q0fd/yi-bei-shou-zuo-cha-yin-zhang-hua-da-xie-dian,4.8 stars out of 5,飲料
j4jy,茶語奏MUSITEA,/restaurant/j4jy/cha-yu-zou-musitea,4.7 stars out of 5,飲料
vpux,便便屋手作茶飲專賣店,/restaurant/vpux/bian-bian-wu-shou-zuo-cha-yin-zhuan-mai-dian,4.9 stars out of 5,飲料
fgtx,老蕭麵館,/restaurant/fgtx/lao-xiao-mian-guan,4.8 stars out of 5,台式
f4la,莊排骨飯 (福興員鹿店),/restaurant/f4la/zhuang-pai-gu-fan-fu-xing-yuan-lu-dian,4.9 stars out of 5,台式
rnut,成茗在望｜職人漩茶專賣店 (埔鹽總部),/restaurant/rnut/cheng-ming-zai-wang-zhi-ren-xuan-cha-zhuan-mai-dian-bu-yan-zong-bu,4.9 stars out of 5,飲料
msgd,轉餃遇到焿,/restaurant/msgd/zhuan-jiao-yu-dao,4.9 stars out of 5,台式
uxsw,窗口 (烤肉吐司，鬆餅，大腸包小腸),/restaurant/uxsw/chuang-kou-kao-rou-tu-si-song-bing-da-chang-bao-xiao-chang,5 stars out of 5,甜點
m7b8,香香堡晨食館,/restaurant/m7b8/xiang-xiang-bao-chen-shi-guan,3.7 stars out of 5,台式
vaga,劉肉圓 (彰化大葉店),/restaurant/vaga/liu-rou-yuan-zhang-hua-da-xie-dian,4.7 stars out of 5,小吃
zi9u,胖姨複合式廚房,/restaurant/zi9u/pang-yi-fu-he-shi-chu-fang,4.4 stars out of 5,台式
p4be,張記麻辣大腸蚵仔麵線 (彰化芬園店),/restaurant/p4be/zhang-ji-ma-la-da-chang-he-zi-mian-xian-zhang-hua-fen-yuan-dian,4.5 stars out of 5,小吃
ndoc,Tea's原味 (彰化埔鹽店),/restaurant/ndoc/teasyuan-wei-zhang-hua-bu-yan-dian,4.9 stars out of 5,飲料
g9uw,鹿港圓環頂麵食館,/restaurant/g9uw/lu-gang-yuan-huan-ding-mian-shi-guan,4.7 stars out of 5,台式
h1tv,肉肉食煎,/restaurant/h1tv/rou-rou-shi-jian,4.9 stars out of 5,台式
u9gp,老漬號順泰蜜餞,/restaurant/u9gp/lao-zi-hao-shun-tai-mi-jian,4.9 stars out of 5,甜點
ofa9,艾飯丸早餐,/restaurant/ofa9/ai-fan-wan-zao-can,4.8 stars out of 5,早餐
f1gj,饕之鄉小籠湯包 (彰化員林店),/restaurant/f1gj/tao-zhi-xiang-xiao-long-tang-bao-zhang-hua-yuan-lin-dian,4.5 stars out of 5,中式
vkx4,鳶製麵,/restaurant/vkx4/yuan-zhi-mian,2.7 stars out of 5,日式
x0jc,客家本色 (彰化員林店),/restaurant/x0jc/ke-jia-ben-se-zhang-hua-yuan-lin-dian,4.8 stars out of 5,台式
s6wq,杏甜豆腐冰,/restaurant/s6wq/xing-tian-dou-fu-bing,4.8 stars out of 5,甜點
xr81,元爵味黃燜雞米飯 (員林大同店),/restaurant/xr81/yuan-jue-wei-huang-men-ji-mi-fan-yuan-lin-da-tong-dian,4.6 stars out of 5,中式
ct6e,雞不厭炸,/restaurant/ct6e/ji-bu-yan-zha-ct6e,4.8 stars out of 5,小吃
d7hv,韓石,/restaurant/d7hv/han-shi,4.6 stars out of 5,韓式
z4tf,渴嚐,/restaurant/z4tf/ke-chang,4.8 stars out of 5,歐美
i5ph,阿水茶館,/restaurant/i5ph/a-shui-cha-guan,4.8 stars out of 5,台式
z4rg,五路鍋聖 (彰化員林店),/restaurant/z4rg/wu-lu-guo-sheng-zhang-hua-yuan-lin-dian,4.9 stars out of 5,台式
j6lq,員樂永和豆漿,/restaurant/j6lq/yuan-le-yong-he-dou-jiang,4.7 stars out of 5,小吃
u2vn,丸太舍。頂級烏龍麵專賣,/restaurant/u2vn/wan-tai-she-ding-ji-wu-long-mian-zhuan-mai,4.5 stars out of 5,日式
fnb1,莒光虱目魚、鱸魚（粥、湯）飯麵小菜專賣,/restaurant/fnb1/ju-guang-shi-mu-yu-lu-yu-zhou-tang-fan-mian-xiao-cai-zhuan-mai,3.6 stars out of 5,台式
t8gb,微笑咖哩 (彰化員林店),/restaurant/t8gb/wei-xiao-ka-li-zhang-hua-yuan-lin-dian,4.9 stars out of 5,日式
p4dd,細鳳果茶 (員林大同店),/restaurant/p4dd/xi-feng-guo-cha-yuan-lin-da-tong-dian,4.9 stars out of 5,甜點
a0sw,博多拉麵 (彰化員林店),/restaurant/a0sw/bo-duo-la-mian-zhang-hua-yuan-lin-dian,4.6 stars out of 5,日式
t0jx,張家燒烤,/restaurant/t0jx/zhang-jia-shao-kao,4.9 stars out of 5,小吃
q6br,愛真味豆乳雞-瘋火牛骰子牛,/restaurant/q6br/ai-zhen-wei-dou-ru-ji-feng-huo-niu-tou-zi-niu-q6br,4.4 stars out of 5,小吃
z4ri,小街咖啡,/restaurant/z4ri/xiao-jie-ka-pei,4.9 stars out of 5,咖啡
qy7n,葵家小館 (彰化總店),/restaurant/qy7n/kui-jia-xiao-guan-zhang-hua-zong-dian,4.6 stars out of 5,台式
q7xr,果菜市場早午餐,/restaurant/q7xr/guo-cai-shi-chang-zao-wu-can,4.6 stars out of 5,台式
h1up,弘爺漢堡 (福興沿海店),/restaurant/h1up/hong-ye-han-bao-fu-xing-yan-hai-dian,4.9 stars out of 5,早餐
ej5h,紅茶巴士 (員林龍燈站),/restaurant/ej5h/hong-cha-ba-shi-yuan-lin-long-deng-zhan,4.9 stars out of 5,飲料
afyh,胖尊爌肉飯,/restaurant/afyh/pang-zun-kuang-rou-fan,3.5 stars out of 5,台式
g2bk,秉峰鍋燒麵 (彰濱秀傳店),/restaurant/g2bk/bing-feng-guo-shao-mian-zhang-bin-xiu-chuan-dian,4.8 stars out of 5,台式
a9tl,橙食漢堡,/restaurant/a9tl/cheng-shi-han-bao,4.7 stars out of 5,早餐
a0bc,小義大利莊園 (彰化員林店),/restaurant/a0bc/xiao-yi-da-li-zhuang-yuan-zhang-hua-yuan-lin-dian,4.7 stars out of 5,歐美
f4ce,天香堂食品(養生蔬食餐廳),/restaurant/f4ce/tian-xiang-tang-shi-pin-yang-sheng-shu-shi-can-ting,4.8 stars out of 5,素食
h9zy,安南品河粉 (彰化員林旗艦店),/restaurant/h9zy/an-nan-pin-he-fen-zhang-hua-yuan-lin-qi-jian-dian,4.8 stars out of 5,東南亞
d2xx,角屋拉麵,/restaurant/d2xx/jiao-wu-la-mian,4.8 stars out of 5,日式
wfr9,老鷹咖啡 藝伎咖啡專賣,/restaurant/wfr9/lao-ying-ka-pei-yi-ji-ka-pei-zhuan-mai,4.5 stars out of 5,咖啡
gkzh,簡單咖啡飲料店,/restaurant/gkzh/jian-dan-ka-pei-yin-liao-dian,5 stars out of 5,飲料
mv6d,員林野村日本料理,/restaurant/mv6d/yuan-lin-ye-cun-ri-ben-liao-li,4.5 stars out of 5,日式
rzyd,阿杜皇家泰式料理 (員林旗艦店),/restaurant/rzyd/a-du-huang-jia-tai-shi-liao-li-yuan-lin-qi-jian-dian-rzyd,4.9 stars out of 5,東南亞
mzan,李記紅茶冰 (彰化鹿濱店),/restaurant/mzan/li-ji-hong-cha-bing-zhang-hua-lu-bin-dian,4.8 stars out of 5,飲料
e1uk,大王滷肉飯,/restaurant/e1uk/da-wang-lu-rou-fan,4.7 stars out of 5,台式
tgo7,豬隊長阿誠美式炸雞（龍燈夜市）,/restaurant/tgo7/zhu-dui-chang-a-cheng-mei-shi-zha-ji-long-deng-ye-shi,4 stars out of 5,小吃
a7lw,日日豆珈琲商行,/restaurant/a7lw/ri-ri-dou-jia-bei-shang-xing,4.9 stars out of 5,咖啡
tlkk,小食光,/restaurant/tlkk/xiao-shi-guang-tlkk,4.8 stars out of 5,台式
w90g,朝氣美濃 (員林大同店),/restaurant/w90g/zhao-qi-mei-nong-yuan-lin-da-tong-dian,4.8 stars out of 5,早餐
f0od,懷舊列車鐵路便當,/restaurant/f0od/huai-jiu-lie-che-tie-lu-bian-dang,4.8 stars out of 5,台式
s8gf,鹿工現炒,/restaurant/s8gf/lu-gong-xian-chao,4.9 stars out of 5,台式
q3is,義起來吃麵,/restaurant/q3is/yi-qi-lai-chi-mian,4.5 stars out of 5,歐美
a4ac,千代子鍋燒專賣店,/restaurant/a4ac/qian-dai-zi-guo-shao-zhuan-mai-dian,4.7 stars out of 5,台式
z2py,阿沙勾夯早午餐,/restaurant/z2py/a-sha-gou-hang-zao-wu-can,4.6 stars out of 5,早餐
ilel,苞餃子 東北水餃,/restaurant/ilel/bao-jiao-zi-dong-bei-shui-jiao,4.8 stars out of 5,台式
r19b,麥味登 (員林中山店),/restaurant/r19b/mai-wei-deng-yuan-lin-zhong-shan-dian-r19b,4.7 stars out of 5,早餐
wat2,鼎味薑母鴨 (彰化員林店),/restaurant/wat2/ding-wei-jiang-mu-ya-zhang-hua-yuan-lin-dian,4.9 stars out of 5,台式
qtuc,王炸,/restaurant/qtuc/wang-zha-qtuc,1 stars out of 5,小吃
a6th,好口味湯包,/restaurant/a6th/hao-kou-wei-tang-bao,4.8 stars out of 5,中式
g0t3,楊家傳統豆花,/restaurant/g0t3/yang-jia-chuan-tong-dou-hua,4.8 stars out of 5,甜點
n2vj,小太陽冰坊 綿綿冰專賣店,/restaurant/n2vj/xiao-tai-yang-bing-fang-mian-mian-bing-zhuan-mai-dian,4.5 stars out of 5,甜點
a8gv,韓鮮韓國料理,/restaurant/a8gv/han-xian-han-guo-liao-li,4.7 stars out of 5,韓式
a9xy,租界鹽酥雞/臭豆腐專賣店,/restaurant/a9xy/zu-jie-yan-su-ji-chou-dou-fu-zhuan-mai-dian,4.7 stars out of 5,小吃
zltp,六星炸雞 (員林中山店),/restaurant/zltp/liu-xing-zha-ji-yuan-lin-zhong-shan-dian,4.6 stars out of 5,歐美
xta4,YSF葉師父茶飲專賣,/restaurant/xta4/ysfxie-shi-fu-cha-yin-zhuan-mai,4.9 stars out of 5,飲料
hsl1,川味麻辣鴨血,/restaurant/hsl1/chuan-wei-ma-la-ya-xie,4.3 stars out of 5,中式
bk0r,養鍋 (彰化員林大同店),/restaurant/bk0r/yang-guo-zhang-hua-yuan-lin-da-tong-dian,4.5 stars out of 5,台式
t9tp,台越越南小吃,/restaurant/t9tp/tai-yue-yue-nan-xiao-chi,4.7 stars out of 5,東南亞
a9mk,阿貴夯雞排,/restaurant/a9mk/a-gui-hang-ji-pai,4.8 stars out of 5,小吃
zz81,品笙牛肉麵食館,/restaurant/zz81/pin-sheng-niu-rou-mian-shi-guan,4.8 stars out of 5,台式
pg4m,唯克晨間輕食  (員林員中店),/restaurant/pg4m/wei-ke-chen-jian-qing-shi-yuan-lin-yuan-zhong-dian,4.9 stars out of 5,早餐
z8dd,雞本鹹酥雞,/restaurant/z8dd/ji-ben-xian-su-ji,4.7 stars out of 5,小吃
wisq,小師傅便當店,/restaurant/wisq/xiao-shi-fu-bian-dang-dian,4.6 stars out of 5,台式
al65,滇麵過橋米線,/restaurant/al65/dian-mian-guo-qiao-mi-xian,4.8 stars out of 5,東南亞
cu6j,小可越南小吃店,/restaurant/cu6j/xiao-ke-yue-nan-xiao-chi-dian,未知,東南亞
dn50,惹鍋 (彰化員林店),/restaurant/dn50/re-guo-zhang-hua-yuan-lin-dian,4.1 stars out of 5,台式
kg3t,女王冰客,/restaurant/kg3t/nu-wang-bing-ke,4.9 stars out of 5,甜點
wzwl,呆瓜拌麵,/restaurant/wzwl/ai-gua-ban-mian,4.6 stars out of 5,台式
ylmc,飯捲王韓式竹鹽海苔飯捲,/restaurant/ylmc/fan-juan-wang-han-shi-zhu-yan-hai-tai-fan-juan,4.9 stars out of 5,韓式
dbzy,天食鍋燒 粥專賣,/restaurant/dbzy/tian-shi-guo-shao-zhou-zhuan-mai,4.6 stars out of 5,台式
qspn,豪拌拌食堂,/restaurant/qspn/hao-ban-ban-shi-tang,4.1 stars out of 5,台式
o3hi,肉肉主義-肉蛋吐司專賣店,/restaurant/o3hi/rou-rou-zhu-yi-rou-dan-tu-si-zhuan-mai-dian,4.9 stars out of 5,早餐
rtee,MR.ENERGY 能量先生水煮餐盒 (彰化員林店),/restaurant/rtee/mr-energy-neng-liang-xian-sheng-shui-zhu-can-he-zhang-hua-yuan-lin-dian,4.9 stars out of 5,健康餐
xmit,錢城食堂,/restaurant/xmit/qian-cheng-shi-tang,4.7 stars out of 5,台式
jazn,金雲堂人文茶堂,/restaurant/jazn/jin-yun-tang-ren-wen-cha-tang,4.4 stars out of 5,台式
f2kr,美樂早點,/restaurant/f2kr/mei-le-zao-dian,4.8 stars out of 5,台式
vorc,月見町拉麵 (彰化員林店),/restaurant/vorc/yue-jian-ting-la-mian-zhang-hua-yuan-lin-dian,4.8 stars out of 5,日式
jzed,上豐蔥抓餅 (彰化員林店),/restaurant/jzed/shang-feng-cong-zhua-bing-zhang-hua-yuan-lin-dian,4.9 stars out of 5,小吃
zbfd,員林張家素食,/restaurant/zbfd/yuan-lin-zhang-jia-su-shi,4.9 stars out of 5,素食
e9rn,好麵熟牛肉麵,/restaurant/e9rn/hao-mian-shou-niu-rou-mian,4.5 stars out of 5,台式
ypwg,Home Coffee 148,/restaurant/ypwg/home-coffee-148,5 stars out of 5,咖啡
g3uv,華成台南擔仔麵,/restaurant/g3uv/hua-cheng-tai-nan-dan-zi-mian,4.8 stars out of 5,台式
rubv,老梗談 鐵鍋燉魚,/restaurant/rubv/lao-geng-tan-tie-guo-dun-yu,未知,中式
nryj,啾啾咖啡&莫忘鯛魚燒,/restaurant/nryj/jiu-jiu-ka-pei-andmo-wang-diao-yu-shao,4.9 stars out of 5,咖啡
uad2,包果 (彰化員林店),/restaurant/uad2/bao-guo-zhang-hua-yuan-lin-dian,4.9 stars out of 5,早餐
xwqg,Subí coffee&bakery,/restaurant/xwqg/subi-coffeeandbakery,4.9 stars out of 5,甜點
gw6c,1+雞蛋糕,/restaurant/gw6c/1-ji-dan-gao,4.8 stars out of 5,甜點
a3wg,皇品印度料理,/restaurant/a3wg/huang-pin-yin-du-liao-li,4.7 stars out of 5,異國
txxy,好客燒肉便當屋,/restaurant/txxy/hao-ke-shao-rou-bian-dang-wu,4.4 stars out of 5,台式
b3yf,阿澄碳烤,/restaurant/b3yf/a-cheng-tan-kao,4.9 stars out of 5,台式
l4rs,隨主飡法式水煮專賣 (彰化員林店),/restaurant/l4rs/sui-zhu-can-fa-shi-shui-zhu-zhuan-mai-zhang-hua-yuan-lin-dian,4.7 stars out of 5,健康餐
d3jo,好客燒肉鮮酒屋,/restaurant/d3jo/hao-ke-shao-rou-xian-jiu-wu,4.4 stars out of 5,台式
dofp,上豐水餃 (彰化員林店),/restaurant/dofp/shang-feng-shui-jiao-zhang-hua-yuan-lin-dian,4.8 stars out of 5,台式
d3fj,6吋盤早午餐 (彰化員林店),/restaurant/d3fj/6cun-pan-zao-wu-can-zhang-hua-yuan-lin-dian,4.8 stars out of 5,早餐
g6eh,呷尚宝 (彰化僑信店),/restaurant/g6eh/xia-shang-bao-zhang-hua-qiao-xin-dian,4.8 stars out of 5,早餐
a9av,和風菜菜日式家庭料理,/restaurant/a9av/he-feng-cai-cai-ri-shi-jia-ting-liao-li,4.7 stars out of 5,日式
z0py,2 petits coffee珈琲人,/restaurant/z0py/2-petits-coffeejia-bei-ren,4.9 stars out of 5,甜點
jnwx,朝正泰南洋料理 (彰化員林店),/restaurant/jnwx/zhao-zheng-tai-nan-yang-liao-li-zhang-hua-yuan-lin-dian,4.7 stars out of 5,東南亞
yx0t,滿客樓 幸福小館,/restaurant/yx0t/man-ke-lou-xing-fu-xiao-guan,4.9 stars out of 5,台式
szpt,Burger King 漢堡王 (員林靜修店),/restaurant/szpt/burger-king-han-bao-wang-yuan-lin-jing-xiu-dian,4.9 stars out of 5,歐美
shdy,奶酪公主,/restaurant/shdy/nai-luo-gong-zhu,4.9 stars out of 5,甜點
k9ce,超棒冰族,/restaurant/k9ce/chao-bang-bing-zu,4.9 stars out of 5,飲料
d5rp,沐森咖啡,/restaurant/d5rp/mu-sen-ka-pei-d5rp,4.6 stars out of 5,咖啡
bvcz,宸妃殿 (彰化員林殿),/restaurant/bvcz/chen-fei-dian-zhang-hua-yuan-lin-dian,4.9 stars out of 5,飲料
b36p,咕G咕G塩酥雞,/restaurant/b36p/gu-ggu-gyan-su-ji,4.9 stars out of 5,小吃
br0i,半雞八兩 (員林店),/restaurant/br0i/ban-ji-ba-liang-yuan-lin-dian,4.9 stars out of 5,小吃
b5pa,來客平價牛排 (彰化員林店),/restaurant/b5pa/lai-ke-ping-jia-niu-pai-zhang-hua-yuan-lin-dian,4.9 stars out of 5,台式
e8oa,小醬.古早麵.臭豆腐 (彰化員林店),/restaurant/e8oa/xiao-jiang-gu-zao-mian-chou-dou-fu-zhang-hua-yuan-lin-dian,4.7 stars out of 5,台式
kap6,啊尼奇,/restaurant/kap6/a-ni-qi,4.8 stars out of 5,小吃
z0od,吉品鐵板燒 (彰化員林靜修店),/restaurant/z0od/ji-pin-tie-ban-shao-zhang-hua-yuan-lin-jing-xiu-dian,4.7 stars out of 5,台式
qbgw,拿坡里 (員林店8308),/restaurant/qbgw/na-po-li-yuan-lin-dian-8308,4.9 stars out of 5,歐美
d3js,TEATOP 第一味 (員林靜修店),/restaurant/d3js/teatop-di-wei-yuan-lin-jing-xiu-dian,4.9 stars out of 5,飲料
a9gc,舞奇雞（員林新義店）,/restaurant/a9gc/wu-qi-ji-yuan-lin-xin-yi-dian,4.9 stars out of 5,歐美
fw4o,沐白小農 (員林新生店),/restaurant/fw4o/mu-bai-xiao-nong-yuan-lin-xin-sheng-dian,4.9 stars out of 5,飲料
gb2d,南勢街腳庫飯 (員林莒光店),/restaurant/gb2d/nan-shi-jie-jiao-ku-fan-yuan-lin-ju-guang-dian,2.8 stars out of 5,台式
toni,千葉廣東粥,/restaurant/toni/qian-xie-guang-dong-zhou-toni,4.6 stars out of 5,中式
ad9e,員林爌肉義,/restaurant/ad9e/yuan-lin-kuang-rou-yi,4.6 stars out of 5,台式
eo00,玖麵牛肉麵 排骨飯 滷肉飯,/restaurant/eo00/jiu-mian-niu-rou-mian-pai-gu-fan-lu-rou-fan,4.5 stars out of 5,台式
tsxj,52咖喱,/restaurant/tsxj/52ka-li,4.5 stars out of 5,日式
jb0n,開拌輕食廚房,/restaurant/jb0n/kai-ban-qing-shi-chu-fang,4.9 stars out of 5,健康餐
cl85,寶香素食自助餐廳,/restaurant/cl85/bao-xiang-su-shi-zi-zhu-can-ting,4.5 stars out of 5,素食
ht91,LaLaEat創意輕食,/restaurant/ht91/lalaeatchuang-yi-qing-shi,4.9 stars out of 5,健康餐
affu,韓金量新韓式炸雞 (彰化員林店),/restaurant/affu/han-jin-liang-xin-han-shi-zha-ji-zhang-hua-yuan-lin-dian,4.5 stars out of 5,韓式
b3gm,窗口土司,/restaurant/b3gm/chuang-kou-tu-si,4.8 stars out of 5,台式
a9vo,華成薑母鴨,/restaurant/a9vo/hua-cheng-jiang-mu-ya,4.7 stars out of 5,台式
a4ga,HaRu日式手作燒餃子屋,/restaurant/a4ga/haruri-shi-shou-zuo-shao-jiao-zi-wu,4.7 stars out of 5,日式
iyeh,古早味大麵羹,/restaurant/iyeh/gu-zao-wei-da-mian-geng,4.8 stars out of 5,台式
xde3,彩碗 ColorBowl Poke (員林靜修店),/restaurant/xde3/cai-wan-colorbowl-poke-yuan-lin-jing-xiu-dian,4.8 stars out of 5,健康餐
cs96,阿明炒麵,/restaurant/cs96/a-ming-chao-mian,4.5 stars out of 5,台式
a9jz,靜修小籠包,/restaurant/a9jz/jing-xiu-xiao-long-bao,4.9 stars out of 5,中式
mmtj,丼寶 (員林新生店),/restaurant/mmtj/jing-bao-yuan-lin-xin-sheng-dian,4.8 stars out of 5,日式
cksk,大象茶舖,/restaurant/cksk/da-xiang-cha-pu,4.9 stars out of 5,飲料
o3gf,東方美早午餐 (員林大同店),/restaurant/o3gf/dong-fang-mei-zao-wu-can-yuan-lin-da-tong-dian,4.9 stars out of 5,早餐
a4xa,員味燉品屋,/restaurant/a4xa/yuan-wei-dun-pin-wu,4.7 stars out of 5,台式
shi8,占邦茶飲 (彰化員林店),/restaurant/shi8/zhan-bang-cha-yin-zhang-hua-yuan-lin-dian-shi8,4.1 stars out of 5,飲料
a9oq,舞天狗,/restaurant/a9oq/wu-tian-gou,4.8 stars out of 5,台式
tm0x,兩津芙蓉蛋塔 (彰化員林店),/restaurant/tm0x/liang-jin-fu-rong-dan-ta-zhang-hua-yuan-lin-dian,4.8 stars out of 5,甜點
b6rx,炒飯傳奇,/restaurant/b6rx/chao-fan-chuan-qi,4.8 stars out of 5,台式
v7hs,千千燒煎餃,/restaurant/v7hs/qian-qian-shao-jian-jiao,4.8 stars out of 5,台式
zx04,苙尹Liyin,/restaurant/zx04/li-yin-liyin,未知,歐美
xlh8,優米海苔飯捲,/restaurant/xlh8/you-mi-hai-tai-fan-juan,5 stars out of 5,韓式
dfb1,員炙燒肉丼,/restaurant/dfb1/yuan-zhi-shao-rou-jing,4.9 stars out of 5,日式
b0pt,唯克咖啡輕食 (員林站前店),/restaurant/b0pt/wei-ke-ka-pei-qing-shi-yuan-lin-zhan-qian-dian,4.8 stars out of 5,歐美
g2np,夾泰-泰式滷味,/restaurant/g2np/jia-tai-tai-shi-lu-wei,3 stars out of 5,東南亞
t7ox,員林台南善化牛肉湯爐,/restaurant/t7ox/yuan-lin-tai-nan-shan-hua-niu-rou-tang-lu,4.4 stars out of 5,台式
ipet,老華成麵線糊了 (彰化員林店),/restaurant/ipet/lao-hua-cheng-mian-xian-hu-liao-zhang-hua-yuan-lin-dian,4.9 stars out of 5,小吃
zcmq,勝食府炒飯,/restaurant/zcmq/sheng-shi-fu-chao-fan,4.5 stars out of 5,台式
z5fc,阿凱原汁牛肉麵,/restaurant/z5fc/a-kai-yuan-zhi-niu-rou-mian,4.8 stars out of 5,台式
yfa1,鹿港肉焿泉,/restaurant/yfa1/lu-gang-rou-quan,4.7 stars out of 5,台式
d9wk,阿胖食堂,/restaurant/d9wk/a-pang-shi-tang,4.8 stars out of 5,台式
hl8m,黎明時光早餐 宵夜,/restaurant/hl8m/li-ming-shi-guang-zao-can-xiao-ye,4.7 stars out of 5,台式
j46e,好田樂,/restaurant/j46e/hao-tian-le,4.8 stars out of 5,台式
l32c,大一燉品,/restaurant/l32c/da-dun-pin,4.7 stars out of 5,台式
p9g8,釜山崔炸雞 (員林和平店),/restaurant/p9g8/fu-shan-cui-zha-ji-yuan-lin-he-ping-dian,4.8 stars out of 5,韓式
q73e,小木屋鬆餅 (員林萬年店),/restaurant/q73e/xiao-mu-wu-song-bing-yuan-lin-wan-nian-dian,4.8 stars out of 5,甜點
a1zm,日出拉麵 (彰化員林店),/restaurant/a1zm/ri-chu-la-mian-zhang-hua-yuan-lin-dian,4.8 stars out of 5,日式
r6qq,和食washoku,/restaurant/r6qq/he-shi-washoku,5 stars out of 5,日式
zkld,台灣BOLO (彰化員林店),/restaurant/zkld/tai-wan-bolo-zhang-hua-yuan-lin-dian,4.9 stars out of 5,甜點
e7fr,希拉歐式輕食餐廳,/restaurant/e7fr/xi-la-ou-shi-qing-shi-can-ting,4.8 stars out of 5,歐美
c0yg,A-bao house (溪湖培英店),/restaurant/c0yg/a-bao-house-xi-hu-pei-ying-dian,4.8 stars out of 5,早餐
qvv3,六少早午餐(員林新生店),/restaurant/qvv3/liu-shao-zao-wu-can-yuan-lin-xin-sheng-dian,4.7 stars out of 5,早餐
